ID_Produto,Produto,Preco_Unitario,Satisfacao_Media,Material,Data_Fabricacao
P2818,Jaqueta Puffer Verde 2818,366.81,4.0,Poliéster,2025-02-22
P2819,Camisa Social Azul 2819,351.69,4.6,Algodão,2021-08-02
P2820,Blusa Básica Marrom 2820,213.63,4.9,Viscose,2025-06-04
P2821,Calça Jogger Amarela 2821,147.57,3.4,Sarja,2023-02-27
P2822,Camisa Social Azul 2822,351.56,4.3,Algodão,2021-11-19
P2823,Blazer Casual Marrom 2823,145.4,4.3,Poliéster,2023-09-04
P2824,Regata Básica Branca 2824,142.27,4.7,Algodão,2022-03-25
P2825,Bermuda Cargo Preta 2825,220.26,3.9,Sarja,2024-10-24
P2826,Blazer Casual Preta 2826,156.89,4.2,Poliéster,2025-03-20
P2827,Blusa Canelada Preta 2827,160.97,3.9,Viscose,2025-02-10
P2828,Vestido Midi Marrom 2828,100.53,3.9,Viscose,2021-08-29
P2829,Bermuda Cargo Marrom 2829,201.36,3.9,Sarja,2022-12-23
P2830,Regata Canelada Marrom 2830,265.37,4.3,Algodão,2023-10-28
P2831,Vestido Floral Marrom 2831,54.15,4.6,Viscose,2026-07-31
P2832,Vestido Midi Cinza 2832,229.97,4.2,Viscose,2024-02-04
P2833,Conjunto Casual Vermelha 2833,76.05,4.7,Algodão,2024-09-13
P2834,Regata Básica Verde 2834,377.21,3.6,Algodão,2022-12-04
P2835,Vestido Midi Rosa 2835,321.05,4.6,Viscose,2022-09-04
P2836,Camiseta Estampada Azul 2836,117.52,3.7,Algodão,2025-07-06
P2837,Jaqueta Puffer Cinza 2837,148.98,4.1,Poliéster,2025-09-23
P2838,Blusa Canelada Preta 2838,172.23,4.8,Viscose,2021-04-25
P2839,Calça Social Cinza 2839,159.02,4.8,Sarja,2024-01-20
P2840,Jaqueta Bomber Marrom 2840,305.64,4.5,Poliéster,2025-05-28
P2841,Camiseta Básica Amarela 2841,357.09,4.6,Algodão,2021-11-23
P2842,Blazer Casual Amarela 2842,163.12,4.0,Poliéster,2024-08-29
P2843,Vestido Casual Cinza 2843,339.63,3.9,Viscose,2023-09-07
P2844,Calça Jeans Vermelha 2844,382.93,4.7,Sarja,2023-11-16
P2845,Tênis Casual 2845,258.74,4.6,Sintético,2024-05-13
P2846,Tênis Casual 2846,224.89,4.6,Sintético,2025-12-10
P2847,Vestido Midi Verde 2847,116.6,3.8,Viscose,2021-06-29
P2848,Camisa Flanela Verde 2848,55.45,3.8,Algodão,2022-02-23
P2849,Jaqueta Bomber Vermelha 2849,212.52,5.0,Poliéster,2022-12-15
P2850,Camisa Social Azul 2850,79.42,4.4,Algodão,2025-07-15
P2851,Jaqueta Corta-Vento Azul 2851,125.68,4.4,Nylon,2024-05-10
P2852,Regata Esportiva Cinza 2852,119.31,3.6,Algodão,2022-01-24
P2853,Saia Jeans Verde 2853,77.94,4.0,Poliéster,2021-02-18
P2854,Bermuda Moletom Amarela 2854,399.89,4.9,Sarja,2026-08-12
P2855,Saia Plissada Preta 2855,194.65,3.8,Poliéster,2021-10-12
P2856,Blusa Canelada Vermelha 2856,68.17,4.5,Viscose,2021-03-09
P2857,Saia Jeans Preta 2857,114.34,4.1,Poliéster,2023-04-22
P2858,Conjunto Moletom Amarela 2858,96.71,4.3,Algodão/Poliéster,2024-02-19
P2859,Jaqueta Bomber Vermelha 2859,122.78,5.0,Poliéster,2022-06-20
P2860,Camisa Linho Cinza 2860,142.71,4.9,Algodão,2021-12-14
P2861,Blusa Social Azul 2861,73.7,5.0,Viscose,2021-06-29
P2862,Saia Casual Rosa 2862,85.15,4.6,Poliéster,2023-04-25
P2863,Conjunto Casual Vermelha 2863,265.86,4.5,Algodão,2026-05-24
P2864,Calça Sarja Branca 2864,214.94,4.3,Sarja,2021-11-03
P2865,Moletom Com Capuz Azul 2865,245.39,4.8,Algodão/Poliéster,2024-03-31
P2866,Camiseta Básica Preta 2866,63.13,4.2,Algodão,2022-02-06
P2867,Jaqueta Bomber Vermelha 2867,206.56,4.9,Poliéster,2024-10-25
P2868,Camiseta Oversized Vermelha 2868,164.03,4.3,Algodão,2021-05-07
P2869,Blusa Canelada Vermelha 2869,355.53,3.5,Viscose,2022-02-25
P2870,Moletom Estampado Amarela 2870,350.01,3.9,Algodão/Poliéster,2021-01-17
P2871,Jaqueta Corta-Vento Azul 2871,306.67,3.9,Nylon,2024-09-03
P2872,Blazer Casual Azul 2872,335.98,4.7,Poliéster,2025-01-28
P2873,Camiseta Oversized Azul 2873,315.47,4.6,Algodão,2021-12-21
P2874,Blazer Casual Verde 2874,87.17,4.4,Poliéster,2023-07-28
P2875,Jaqueta Bomber Bege 2875,323.63,4.3,Poliéster,2022-08-30
P2876,Camisa Flanela Marrom 2876,141.53,4.4,Algodão,2021-04-05
P2877,Blusa Manga Longa Bege 2877,272.42,4.0,Viscose,2021-03-19
P2878,Saia Jeans Marrom 2878,118.16,4.3,Poliéster,2026-04-27
P2879,Saia Jeans Vermelha 2879,87.95,4.7,Poliéster,2024-09-01
P2880,Blazer Slim Branca 2880,281.36,4.8,Poliéster,2024-10-09
P2881,Jaqueta Corta-Vento Rosa 2881,212.48,4.8,Nylon,2022-09-04
P2882,Regata Esportiva Bege 2882,178.41,3.7,Algodão,2022-07-01
P2883,Camiseta Polo Amarela 2883,134.21,3.6,Algodão,2025-07-03
P2884,Bermuda Esportiva Preta 2884,272.06,3.9,Sarja,2023-06-27
P2885,Conjunto Casual Preta 2885,234.43,4.5,Algodão,2021-07-31
P2886,Camiseta Básica Bege 2886,88.87,3.9,Algodão,2023-10-10
P2887,Vestido Casual Amarela 2887,347.08,4.2,Viscose,2023-12-16
P2888,Regata Básica Amarela 2888,74.44,5.0,Algodão,2024-03-25
P2889,Calça Cargo Preta 2889,99.35,3.8,Sarja,2024-01-16
P2890,Vestido Floral Bege 2890,399.89,4.1,Viscose,2025-11-10
P2891,Vestido Longo Bege 2891,134.83,4.3,Viscose,2022-05-21
P2892,Bermuda Cargo Azul 2892,187.19,4.2,Sarja,2024-05-05
P2893,Saia Casual Bege 2893,197.03,4.7,Poliéster,2026-01-11
P2894,Jaqueta Corta-Vento Azul 2894,140.14,4.5,Nylon,2026-07-18
P2895,Bermuda Cargo Verde 2895,320.97,4.0,Sarja,2026-06-20
P2896,Regata Básica Azul 2896,180.18,3.9,Algodão,2025-02-12
P2897,Blusa Social Preta 2897,357.35,4.6,Viscose,2021-08-09
P2898,Blusa Canelada Vermelha 2898,183.57,4.1,Viscose,2026-08-08
P2899,Vestido Casual Vermelha 2899,129.33,4.3,Viscose,2021-03-08
P2900,Bermuda Esportiva Amarela 2900,317.12,4.4,Sarja,2024-02-14
P2901,Saia Midi 2901,115.13,4.1,Poliéster,2023-07-14
P2902,Camiseta Estampada Azul 2902,331.78,3.3,Algodão,2024-11-04
P2903,Conjunto Esportivo Bege 2903,338.56,4.4,Poliéster,2025-06-08
P2904,Camiseta Básica Cinza 2904,238.01,4.3,Algodão,2025-03-07
P2905,Bermuda Cargo Vermelha 2905,333.47,4.8,Sarja,2022-04-15
P2906,Bermuda Cargo Azul 2906,192.4,3.8,Sarja,2025-04-11
P2907,Camisa Manga Curta Preta 2907,213.87,4.7,Algodão,2025-04-17
P2908,Moletom Estampado Preta 2908,209.88,4.1,Algodão/Poliéster,2021-02-20
P2909,Calça Jogger Amarela 2909,229.21,3.9,Sarja,2024-08-11
P2910,Conjunto Casual Marrom 2910,75.28,3.9,Algodão,2021-09-21
P2911,Camiseta Oversized Preta 2911,212.63,4.9,Algodão,2024-03-08
P2912,Blusa Social Verde 2912,115.71,4.9,Viscose,2022-04-17
P2913,Jaqueta Bomber Bege 2913,251.04,3.9,Poliéster,2023-01-12
P2914,Jaqueta Corta-Vento Azul 2914,128.66,4.3,Nylon,2022-07-16
P2915,Bermuda Moletom Bege 2915,189.7,4.3,Sarja,2025-11-19
P2916,Bermuda Cargo Vermelha 2916,320.19,4.7,Sarja,2026-02-17
P2917,Bermuda Jeans Bege 2917,197.02,4.0,Sarja,2025-07-10
P2918,Camiseta Polo Preta 2918,167.66,4.1,Algodão,2025-02-04
P2919,Saia Plissada Bege 2919,287.15,3.3,Poliéster,2023-01-22
P2920,Moletom Canguru Amarela 2920,149.45,4.2,Algodão/Poliéster,2021-10-24
P2921,Camisa Manga Curta Vermelha 2921,399.89,4.9,Algodão,2024-03-21
P2922,Blusa Canelada Verde 2922,201.27,4.1,Viscose,2023-06-02
P2923,Blusa Canelada Vermelha 2923,343.21,3.4,Viscose,2022-08-08
P2924,Saia Casual Amarela 2924,99.05,4.9,Poliéster,2022-05-19
P2925,Conjunto Casual Cinza 2925,58.92,4.3,Algodão,2021-11-29
P2926,Jaqueta Jeans Branca 2926,130.03,4.5,Denim,2025-09-13
P2927,Camiseta Oversized Preta 2927,52.25,4.8,Algodão,2022-10-27
P2928,Blazer Slim Amarela 2928,183.23,4.8,Poliéster,2026-03-14
P2929,Conjunto Casual Bege 2929,116.52,4.0,Algodão,2024-10-17
P2930,Blusa Manga Longa Rosa 2930,317.02,4.3,Viscose,2021-12-06
P2931,Moletom Canguru Bege 2931,231.12,3.6,Algodão/Poliéster,2021-05-10
P2932,Camiseta Polo Marrom 2932,399.04,4.5,Algodão,2023-05-12
P2933,Calça Cargo Marrom 2933,321.41,4.8,Sarja,2021-06-18
P2934,Camisa Manga Curta Azul 2934,162.15,4.8,Algodão,2026-05-26
P2935,Calça Sarja Amarela 2935,204.38,4.3,Sarja,2026-02-21
P2936,Saia Jeans Preta 2936,62.5,3.7,Poliéster,2024-09-21
P2937,Blazer Social Cinza 2937,267.55,4.5,Poliéster,2022-08-30
P2938,Camisa Manga Curta Verde 2938,93.64,4.1,Algodão,2025-12-02
P2939,Moletom Básico Bege 2939,242.27,4.1,Algodão/Poliéster,2024-08-31
P2940,Blusa Manga Longa Azul 2940,128.91,4.0,Viscose,2023-01-11
P2941,Calça Sarja Azul 2941,74.65,3.8,Sarja,2025-12-26
P2942,Saia Plissada Azul 2942,259.25,4.3,Poliéster,2022-03-10
P2943,Camiseta Básica Marrom 2943,380.64,4.1,Algodão,2024-03-20
P2944,Moletom Básico Amarela 2944,312.69,4.5,Algodão/Poliéster,2024-12-01
P2945,Conjunto Moletom Cinza 2945,120.26,4.2,Algodão/Poliéster,2026-02-22
P2946,Calça Jeans Rosa 2946,109.72,4.8,Sarja,2021-10-12
P2947,Camiseta Estampada Branca 2947,146.98,3.9,Algodão,2022-08-19
P2948,Camiseta Básica Preta 2948,251.16,4.3,Algodão,2025-10-04
P2949,Conjunto Moletom Cinza 2949,190.8,4.4,Algodão/Poliéster,2023-10-31
P2950,Camisa Social Branca 2950,380.81,2.7,Algodão,2025-04-11
P2951,Camisa Manga Curta Amarela 2951,334.21,4.1,Algodão,2025-05-20
P2952,Camiseta Slim Rosa 2952,211.19,3.7,Algodão,2022-09-23
P2953,Blusa Canelada Verde 2953,70.81,4.0,Viscose,2022-11-17
P2954,Saia Jeans Rosa 2954,45.49,3.5,Poliéster,2023-10-29
P2955,Regata Básica Preta 2955,74.73,4.5,Algodão,2021-02-27
P2956,Calça Social Cinza 2956,94.96,3.2,Sarja,2025-07-12
P2957,Camiseta Polo Cinza 2957,339.29,4.7,Algodão,2021-08-27
P2958,Conjunto Esportivo Branca 2958,235.41,4.0,Poliéster,2026-04-19
P2959,Vestido Midi Marrom 2959,316.55,4.3,Viscose,2025-05-31
P2960,Camisa Manga Curta Preta 2960,206.36,4.7,Algodão,2022-12-30
P2961,Conjunto Moletom Branca 2961,315.46,4.0,Algodão/Poliéster,2021-05-30
P2962,Calça Jeans Vermelha 2962,286.88,4.7,Sarja,2025-06-23
P2963,Blusa Social Marrom 2963,160.71,3.7,Viscose,2023-07-18
P2964,Saia Casual Cinza 2964,122.2,4.8,Poliéster,2022-02-07
P2965,Jaqueta Bomber Bege 2965,311.04,4.1,Poliéster,2023-06-08
P2966,Blusa Social Marrom 2966,209.93,3.3,Viscose,2026-02-13
P2967,Regata Básica Preta 2967,79.59,3.3,Algodão,2024-11-25
P2968,Moletom Básico Preta 2968,288.81,4.3,Algodão/Poliéster,2024-11-20
P2969,Conjunto Moletom Marrom 2969,136.84,3.6,Algodão/Poliéster,2023-12-01
P2970,Calça Jeans Vermelha 2970,391.58,4.8,Sarja,2021-11-13
P2971,Blusa Social Amarela 2971,399.89,4.6,Viscose,2026-05-19
P2972,Conjunto Casual Bege 2972,125.22,4.1,Algodão,2025-03-11
P2973,Blusa Social Marrom 2973,375.64,3.5,Viscose,2023-12-02
P2974,Moletom Básico Amarela 2974,323.2,4.6,Algodão/Poliéster,2025-02-07
P2975,Camisa Social Preta 2975,123.71,4.3,Algodão,2023-01-21
P2976,Saia Jeans Marrom 2976,146.18,2.9,Poliéster,2025-03-16
P2977,Regata Esportiva Azul 2977,268.13,3.6,Algodão,2026-06-26
P2978,Blusa Canelada Verde 2978,226.29,3.9,Viscose,2022-12-15
P2979,Camiseta Estampada Amarela 2979,236.38,4.5,Algodão,2021-01-18
P2980,Moletom Estampado Vermelha 2980,281.3,3.9,Algodão/Poliéster,2025-03-11
P2981,Calça Sarja Cinza 2981,193.32,4.1,Sarja,2025-10-29
P2982,Conjunto Moletom Marrom 2982,350.63,4.6,Algodão/Poliéster,2025-09-07
P2983,Jaqueta Bomber Marrom 2983,156.22,4.1,Poliéster,2026-07-11
P2984,Conjunto Esportivo Preta 2984,95.9,4.3,Poliéster,2022-12-20
P2985,Blusa Social Branca 2985,40.18,4.8,Viscose,2026-03-15
P2986,Blazer Social Preta 2986,171.62,4.5,Poliéster,2022-03-07
P2987,Camiseta Estampada Verde 2987,93.21,3.8,Algodão,2024-04-29
P2988,Saia Casual Preta 2988,133.47,4.1,Poliéster,2026-01-12
P2989,Moletom Canguru Azul 2989,121.7,4.6,Algodão/Poliéster,2026-03-09
P2990,Camisa Social Cinza 2990,106.55,4.9,Algodão,2024-07-08
P2991,Regata Esportiva Marrom 2991,278.73,4.0,Algodão,2024-02-04
P2992,Vestido Midi Vermelha 2992,144.78,3.7,Viscose,2023-08-11
P2993,Camiseta Slim Azul 2993,70.15,3.8,Algodão,2025-11-30
P2994,Camisa Linho Verde 2994,200.12,4.4,Algodão,2025-12-26
P2995,Saia Plissada Branca 2995,147.68,4.7,Poliéster,2022-05-11
P2996,Blusa Manga Longa Marrom 2996,310.21,3.7,Viscose,2021-10-09
P2997,Calça Jogger Verde 2997,56.89,5.0,Sarja,2025-08-12
P2998,Conjunto Casual Cinza 2998,399.89,4.5,Algodão,2025-08-05
P2999,Saia Midi Amarela 2999,183.82,3.7,Poliéster,2021-07-26
P3000,Calça Jogger Marrom 3000,160.86,4.2,Sarja,2023-10-13
P3001,Jaqueta Puffer Cinza 3001,145.55,4.0,Poliéster,2023-11-14
P3002,Jaqueta Jeans Azul 3002,364.65,3.5,Denim,2021-03-29
P3003,Saia Casual Amarela 3003,89.05,3.7,Poliéster,2024-10-05
P3004,Moletom Canguru Marrom 3004,213.85,3.8,Algodão/Poliéster,2026-07-06
P3005,Calça Jogger Azul 3005,217.98,5.0,Sarja,2022-03-14
P3006,Bermuda Esportiva Azul 3006,175.47,4.4,Sarja,2025-05-29
P3007,Blazer Slim Bege 3007,188.62,4.6,Poliéster,2021-06-17
P3008,Vestido Casual Cinza 3008,199.71,4.3,Viscose,2022-03-21
P3009,Blusa Canelada Rosa 3009,322.06,4.0,Viscose,2024-03-15
P3010,Saia Plissada Vermelha 3010,388.09,4.1,Poliéster,2026-03-27
P3011,Regata Canelada Bege 3011,257.76,4.3,Algodão,2026-01-06
P3012,Bermuda Jeans Azul 3012,314.34,4.0,Sarja,2026-04-20
P3013,Vestido Floral Marrom 3013,50.02,4.3,Viscose,2026-08-06
P3014,Bermuda Jeans Branca 3014,366.36,4.6,Sarja,2025-07-15
P3015,Regata Básica Rosa 3015,336.16,4.4,Algodão,2023-01-22
P3016,Camisa Flanela Bege 3016,317.15,5.0,Algodão,2021-09-21
P3017,Camisa Manga Curta Cinza 3017,306.07,4.0,Algodão,2025-08-29
P3018,Blazer Casual Bege 3018,108.13,4.1,Poliéster,2022-01-21
P3019,Vestido Casual Azul 3019,132.34,4.2,Viscose,2023-12-14
P3020,Conjunto Casual Verde 3020,202.63,4.6,Algodão,2025-04-10
P3021,Camiseta Básica Marrom 3021,226.18,4.0,Algodão,2021-03-13
P3022,Calça Jogger Verde 3022,240.56,4.8,Sarja,2026-03-06
P3023,Regata Esportiva Cinza 3023,177.99,3.1,Algodão,2022-09-20
P3024,Conjunto Esportivo Vermelha 3024,249.3,4.1,Poliéster,2022-03-21
P3025,Bermuda Esportiva Amarela 3025,399.89,3.9,Sarja,2023-02-09
P3026,Camiseta Básica Marrom 3026,212.43,3.8,Algodão,2023-08-12
P3027,Jaqueta Corta-Vento Preta 3027,145.88,4.4,Nylon,2023-07-30
P3028,Moletom Canguru Vermelha 3028,101.43,4.4,Algodão/Poliéster,2021-11-17
P3029,Jaqueta Jeans Azul 3029,399.47,4.6,Denim,2022-01-27
P3030,Saia Jeans Verde 3030,105.85,4.4,Poliéster,2023-09-16
P3031,Moletom Canguru Bege 3031,352.77,4.6,Algodão/Poliéster,2022-04-14
P3032,Camisa Linho Branca 3032,358.0,4.3,Algodão,2024-08-22
P3033,Blazer Social Amarela 3033,295.96,4.3,Poliéster,2026-02-04
P3034,Moletom Estampado Azul 3034,230.07,4.5,Algodão/Poliéster,2021-02-08
P3035,Conjunto Esportivo Amarela 3035,295.38,4.6,Poliéster,2021-03-16
P3036,Conjunto Moletom Rosa 3036,275.93,4.7,Algodão/Poliéster,2024-08-23
P3037,Bermuda Cargo Cinza 3037,114.08,3.7,Sarja,2021-03-01
P3038,Calça Social Cinza 3038,171.04,4.4,Sarja,2024-08-16
P3039,Calça Sarja Azul 3039,108.51,4.0,Sarja,2023-10-12
P3040,Camisa Linho Rosa 3040,46.94,4.5,Algodão,2023-07-31
P3041,Conjunto Esportivo Amarela 3041,123.48,4.3,Poliéster,2024-06-08
P3042,Conjunto Esportivo Marrom 3042,379.85,4.3,Poliéster,2026-01-27
P3043,Vestido Midi Preta 3043,96.61,3.7,Viscose,2021-09-21
P3044,Bermuda Cargo Azul 3044,115.86,4.0,Sarja,2021-10-06
P3045,Conjunto Moletom Rosa 3045,370.63,3.7,Algodão/Poliéster,2024-12-12
P3046,Saia Casual Vermelha 3046,218.48,4.0,Poliéster,2021-04-17
P3047,Moletom Básico Amarela 3047,294.67,4.1,Algodão/Poliéster,2023-06-07
P3048,Saia Plissada Branca 3048,309.19,4.5,Poliéster,2023-10-23
P3049,Jaqueta Corta-Vento Azul 3049,189.94,4.0,Nylon,2023-03-22
P3050,Conjunto Moletom Rosa 3050,185.56,3.9,Algodão/Poliéster,2024-01-08
P3051,Blusa Manga Longa Azul 3051,128.72,3.9,Viscose,2021-08-23
P3052,Saia Midi Verde 3052,150.01,3.5,Poliéster,2022-07-06
P3053,Blusa Social Rosa 3053,213.47,3.7,Viscose,2021-01-11
P3054,Conjunto Moletom Azul 3054,52.13,4.0,Algodão/Poliéster,2026-06-13
P3055,Blazer Slim Vermelha 3055,149.14,4.5,Poliéster,2025-09-18
P3056,Vestido Floral Marrom 3056,344.49,4.2,Viscose,2022-06-09
P3057,Camiseta Oversized Verde 3057,288.22,4.6,Algodão,2021-03-17
P3058,Calça Sarja Branca 3058,266.22,4.2,Sarja,2022-07-13
P3059,Calça Jeans Marrom 3059,44.45,4.2,Sarja,2026-06-02
P3060,Bermuda Jeans Marrom 3060,125.17,3.7,Sarja,2025-08-05
P3061,Saia Midi Verde 3061,236.1,4.3,Poliéster,2024-09-25
P3062,Conjunto Casual Branca 3062,71.3,4.2,Algodão,2026-03-25
P3063,Blazer Casual Azul 3063,335.68,3.6,Poliéster,2022-01-01
P3064,Camisa Manga Curta Amarela 3064,199.39,4.6,Algodão,2024-01-15
P3065,Blazer Slim Verde 3065,138.4,4.4,Poliéster,2025-07-01
P3066,Bermuda Jeans Branca 3066,170.14,3.5,Sarja,2021-02-09
P3067,Jaqueta Bomber Amarela 3067,204.61,3.6,Poliéster,2023-06-20
P3068,Bermuda Esportiva Bege 3068,139.01,3.5,Sarja,2023-01-06
P3069,Calça Jogger Bege 3069,58.47,3.6,Sarja,2022-01-01
P3070,Blazer Casual Branca 3070,97.47,4.5,Poliéster,2022-04-09
P3071,Conjunto Moletom Verde 3071,166.04,3.6,Algodão/Poliéster,2026-06-27
P3072,Blazer Slim Azul 3072,279.51,4.9,Poliéster,2023-11-24
P3073,Camiseta Slim Rosa 3073,127.21,4.1,Algodão,2021-06-18
P3074,Camisa Social Branca 3074,213.56,3.9,Algodão,2024-11-13
P3075,Moletom Com Capuz Rosa 3075,246.0,4.0,Algodão/Poliéster,2024-05-08
P3076,Vestido Floral Azul 3076,390.23,4.5,Viscose,2023-03-23
P3077,Conjunto Casual Marrom 3077,349.08,4.6,Algodão,2023-04-02
P3078,Jaqueta Jeans Marrom 3078,223.92,3.6,Denim,2024-01-17
P3079,Camiseta Polo Preta 3079,88.8,3.6,Algodão,2026-04-06
P3080,Blazer Slim Bege 3080,361.58,3.7,Poliéster,2025-04-22
P3081,Conjunto Moletom Marrom 3081,123.97,3.7,Algodão/Poliéster,2023-04-09
P3082,Blusa Básica Rosa 3082,209.41,4.2,Viscose,2022-05-25
P3083,Conjunto Moletom Azul 3083,44.49,4.1,Algodão/Poliéster,2021-08-13
P3084,Blazer Social Azul 3084,143.12,3.1,Poliéster,2022-02-10
P3085,Regata Canelada Amarela 3085,303.93,4.3,Algodão,2021-10-12
P3086,Camisa Flanela Preta 3086,298.32,4.2,Algodão,2025-07-25
P3087,Vestido Floral Vermelha 3087,328.83,4.3,Viscose,2024-04-06
P3088,Saia Midi Bege 3088,129.18,4.9,Poliéster,2021-03-18
P3089,Regata Canelada Azul 3089,310.94,4.4,Algodão,2026-04-01
P3090,Bermuda Esportiva Marrom 3090,81.87,4.4,Sarja,2021-11-08
P3091,Blazer Social Preta 3091,329.17,3.6,Poliéster,2024-08-28
P3092,Vestido Casual Vermelha 3092,165.13,4.5,Viscose,2021-01-26
P3093,Regata Básica Azul 3093,108.52,3.9,Algodão,2024-05-03
P3094,Bermuda Jeans Azul 3094,284.02,4.6,Sarja,2024-02-24
P3095,Moletom Básico Rosa 3095,95.56,4.3,Algodão/Poliéster,2026-02-24
P3096,Camisa Linho Amarela 3096,297.19,4.5,Algodão,2024-05-26
P3097,Moletom Básico Azul 3097,161.47,4.8,Algodão/Poliéster,2023-10-10
P3098,Conjunto Esportivo Amarela 3098,75.93,4.8,Poliéster,2024-01-04
P3099,Jaqueta Jeans Verde 3099,101.46,4.8,Denim,2024-08-03
P3100,Saia Plissada Bege 3100,256.37,3.8,Poliéster,2023-05-08
P3101,Conjunto Moletom Vermelha 3101,366.71,4.0,Algodão/Poliéster,2025-01-16
P3102,Vestido Longo Cinza 3102,79.89,4.5,Viscose,2023-12-31
P3103,Bermuda Moletom Bege 3103,210.83,3.8,Sarja,2026-06-29
P3104,Calça Jogger Marrom 3104,199.09,3.9,Sarja,2022-02-06
P3105,Blazer Social Cinza 3105,263.19,4.4,Poliéster,2025-02-17
P3106,Calça Cargo Preta 3106,307.76,4.4,Sarja,2025-09-06
P3107,Blusa Social Vermelha 3107,55.75,3.6,Viscose,2025-01-25
P3108,Conjunto Moletom Verde 3108,377.93,4.2,Algodão/Poliéster,2026-07-23
P3109,Saia Jeans Preta 3109,63.48,3.9,Poliéster,2023-06-18
P3110,Jaqueta Corta-Vento Preta 3110,118.22,4.2,Nylon,2024-01-24
P3111,Blusa Manga Longa Bege 3111,255.1,3.7,Viscose,2021-11-15
P3112,Camiseta Estampada Branca 3112,103.91,4.5,Algodão,2023-02-14
P3113,Blusa Social Preta 3113,211.74,4.3,Viscose,2021-11-27
P3114,Blazer Slim Cinza 3114,152.89,4.6,Poliéster,2025-06-27
P3115,Moletom Básico Preta 3115,180.03,4.1,Algodão/Poliéster,2025-06-07
P3116,Saia Plissada Verde 3116,328.28,3.8,Poliéster,2022-02-04
P3117,Vestido Midi Amarela 3117,145.42,4.5,Viscose,2025-07-20
P3118,Bermuda Esportiva Branca 3118,152.04,3.1,Sarja,2022-10-26
P3119,Camisa Manga Curta Cinza 3119,124.95,4.3,Algodão,2025-02-18
P3120,Camisa Social Cinza 3120,215.19,4.4,Algodão,2026-04-29
P3121,Vestido Floral Marrom 3121,202.27,4.3,Viscose,2025-09-13
P3122,Saia Midi Amarela 3122,274.39,4.0,Poliéster,2022-01-21
P3123,Regata Canelada Bege 3123,273.34,4.4,Algodão,2022-01-08
P3124,Camisa Manga Curta Verde 3124,225.34,4.3,Algodão,2021-08-20
P3125,Blusa Manga Longa Vermelha 3125,195.04,4.2,Viscose,2025-10-09
P3126,Jaqueta Jeans Rosa 3126,147.87,4.7,Denim,2024-02-05
P3127,Vestido Midi Rosa 3127,346.37,4.4,Viscose,2021-11-19
P3128,Calça Cargo Azul 3128,119.64,4.2,Sarja,2024-04-30
P3129,Moletom Estampado Bege 3129,313.9,4.6,Algodão/Poliéster,2024-01-02
P3130,Camisa Manga Curta Azul 3130,164.98,4.6,Algodão,2024-05-20
P3131,Camiseta Oversized Rosa 3131,48.85,4.1,Algodão,2024-08-06
P3132,Bermuda Moletom Vermelha 3132,157.74,4.8,Sarja,2021-12-07
P3133,Jaqueta Puffer Branca 3133,328.87,5.0,Poliéster,2023-03-13
P3134,Blazer Slim Verde 3134,176.03,4.2,Poliéster,2025-02-01
P3135,Conjunto Moletom Vermelha 3135,315.82,4.4,Algodão/Poliéster,2026-02-24
P3136,Vestido Casual Rosa 3136,66.93,3.9,Viscose,2022-05-17
P3137,Conjunto Casual Cinza 3137,310.11,3.7,Algodão,2024-03-27
P3138,Camiseta Slim Branca 3138,399.89,4.3,Algodão,2026-05-16
P3139,Saia Casual Vermelha 3139,137.14,4.4,Poliéster,2024-05-28
P3140,Blusa Manga Longa Bege 3140,251.22,4.2,Viscose,2022-04-17
P3141,Blazer Casual Azul 3141,97.49,3.7,Poliéster,2024-04-22
P3142,Calça Jeans Marrom 3142,161.56,3.8,Sarja,2021-02-05
P3143,Conjunto Esportivo Marrom 3143,220.33,4.2,Poliéster,2023-10-09
P3144,Saia Midi Bege 3144,364.11,3.9,Poliéster,2024-03-20
P3145,Jaqueta Puffer Verde 3145,67.46,4.6,Poliéster,2021-04-27
P3146,Saia Plissada Marrom 3146,284.36,4.4,Poliéster,2022-02-24
P3147,Moletom Com Capuz Verde 3147,355.67,3.8,Algodão/Poliéster,2026-08-08
P3148,Camisa Social Rosa 3148,309.18,3.8,Algodão,2024-07-24
P3149,Vestido Midi Verde 3149,337.42,4.2,Viscose,2023-08-07
P3150,Camiseta Básica Preta 3150,129.94,4.6,Algodão,2022-04-20
P3151,Blazer Social Verde 3151,221.46,4.7,Poliéster,2021-09-14
P3152,Camisa Flanela Marrom 3152,138.82,4.4,Algodão,2023-06-05
P3153,Camiseta Polo Azul 3153,96.77,4.1,Algodão,2024-02-03
P3154,Saia Plissada Branca 3154,274.59,3.8,Poliéster,2022-01-07
P3155,Camiseta Slim Rosa 3155,199.88,3.7,Algodão,2025-07-16
P3156,Blusa Social Branca 3156,40.18,4.8,Viscose,2023-06-07
P3157,Conjunto Casual Vermelha 3157,256.77,4.3,Algodão,2021-04-26
P3158,Blazer Slim Bege 3158,178.4,4.5,Poliéster,2021-10-10
P3159,Conjunto Casual Azul 3159,125.0,4.6,Algodão,2025-11-18
P3160,Conjunto Esportivo Vermelha 3160,50.9,3.7,Poliéster,2022-12-01
P3161,Blusa Social Rosa 3161,168.52,4.3,Viscose,2023-02-11
P3162,Camiseta Oversized Preta 3162,399.89,3.8,Algodão,2022-02-16
